series,time,Class
27,0.253,1
27,0.269,1
27,0.28,1
27,0.291,1
27,0.308,1
27,0.319,1
27,0.33,1
27,0.347,1
27,0.358,1
27,0.369,1
27,0.381,1
27,0.397,1
27,0.408,1
27,0.419,1
27,0.431,1
27,0.442,1
27,0.452,1
27,0.47,1
27,0.481,1
27,0.491,1
27,0.502,1
27,0.514,1
27,0.525,1
27,0.541,1
27,0.553,1
27,0.564,1
27,0.575,1
27,0.586,1
27,0.598,1
27,0.614,1
27,0.625,1
27,0.637,1
27,0.653,1
27,0.664,1
27,0.681,1
27,0.692,1
27,0.703,1
27,0.719,1
27,0.731,1
27,0.742,1
27,0.758,1
27,0.77,1
27,0.781,1
27,0.797,1
28,0.221,1
28,0.226,1
28,0.232,1
28,0.238,1
28,0.249,1
28,0.254,1
28,0.26,1
28,0.265,1
28,0.27,1
28,0.277,1
28,0.288,1
28,0.293,1
28,0.299,1
28,0.304,1
28,0.309,1
28,0.316,1
28,0.327,1
28,0.332,1
28,0.338,1
28,0.343,1
28,0.348,1
28,0.354,1
28,0.36,1
28,0.371,1
28,0.377,1
28,0.382,1
28,0.387,1
28,0.393,1
28,0.405,1
28,0.41,1
28,0.416,1
28,0.421,1
28,0.426,1
28,0.432,1
28,0.444,1
28,0.449,1
28,0.455,1
28,0.46,1
28,0.465,1
28,0.471,1
28,0.482,1
28,0.488,1
28,0.493,1
28,0.499,1
28,0.504,1
28,0.51,1
28,0.521,1
28,0.526,1
28,0.532,1
28,0.538,1
28,0.543,1
28,0.549,1
28,0.554,1
28,0.56,1
28,0.565,1
28,0.577,1
28,0.582,1
28,0.588,1
28,0.593,1
28,0.599,1
28,0.604,1
28,0.609,1
28,0.616,1
28,0.621,1
29,0.001,1
29,0.009,1
29,0.014,1
29,0.02,1
29,0.025,1
29,0.032,1
29,0.042,1
29,0.048,1
29,0.053,1
29,0.059,1
29,0.064,1
29,0.07,1
29,0.081,1
29,0.087,1
29,0.092,1
29,0.098,1
29,0.103,1
29,0.109,1
29,0.12,1
29,0.126,1
29,0.131,1
29,0.137,1
29,0.147,1
29,0.153,1
29,0.158,1
29,0.165,1
29,0.17,1
29,0.181,1
29,0.187,1
29,0.192,1
29,0.197,1
29,0.204,1
29,0.209,1
29,0.215,1
29,0.225,1
29,0.231,1
29,0.236,1
29,0.242,1
29,0.248,1
29,0.254,1
29,0.259,1
29,0.264,1
29,0.27,1
29,0.281,1
29,0.286,1
29,0.293,1
29,0.298,1
29,0.303,1
29,0.309,1
29,0.314,1
29,0.32,1
29,0.325,1
29,0.337,1
29,0.342,1
29,0.348,1
29,0.353,1
29,0.359,1
29,0.364,1
29,0.37,1
29,0.376,1
29,0.381,1
29,0.387,1
29,0.398,1
29,0.403,1
30,0.73,1
30,0.753,1
30,0.769,1
30,0.786,1
30,0.803,1
30,0.82,1
30,0.842,1
30,0.858,1
30,0.875,1
30,0.892,1
30,0.914,1
30,0.931,1
30,0.948,1
30,0.97,1
30,0.986,1
30,1.003,1
30,1.019,1
30,1.042,1
30,1.058,1
30,1.076,1
30,1.097,1
30,1.114,1
30,1.136,1
30,1.153,1
30,1.175,1
30,1.192,1
30,1.214,1
30,1.236,1
30,1.253,1
30,1.275,1
30,1.292,1
30,1.314,1
30,1.337,1
30,1.353,1
30,1.376,1
30,1.392,1
30,1.414,1
30,1.431,1
30,1.453,1
30,1.47,1
30,1.486,1
30,1.509,1
30,1.525,1
30,1.548,1
30,1.564,1
30,1.587,1
30,1.603,1
30,1.619,1
30,1.642,1
30,1.658,1
30,1.676,1
30,1.697,1
30,1.715,1
30,1.736,1
30,1.753,1
30,1.77,1
30,1.792,1
30,1.809,1
30,1.825,1
30,1.848,1
30,1.864,1
30,1.887,1
30,1.903,1
30,1.925,1
31,0.021,1
31,0.042,1
31,0.065,1
31,0.087,1
31,0.115,1
31,0.137,1
31,0.159,1
31,0.188,1
31,0.209,1
31,0.232,1
31,0.254,1
31,0.276,1
31,0.298,1
31,0.321,1
31,0.342,1
31,0.365,1
31,0.392,1
31,0.415,1
31,0.437,1
31,0.459,1
31,0.481,1
31,0.504,1
31,0.526,1
31,0.548,1
31,0.571,1
31,0.593,1
31,0.615,1
31,0.637,1
31,0.66,1
31,0.681,1
31,0.704,1
31,0.731,1
31,0.754,1
31,0.776,1
31,0.798,1
31,0.82,1
31,0.843,1
31,0.871,1
31,0.893,1
31,0.921,1
31,0.942,1
31,0.971,1
31,0.992,1
31,1.02,1
31,1.049,1
31,1.076,1
31,1.098,1
31,1.127,1
31,1.154,1
31,1.182,1
31,1.203,1
31,1.232,1
31,1.26,1
31,1.281,1
31,1.31,1
31,1.331,1
31,1.359,1
31,1.382,1
31,1.404,1
31,1.432,1
31,1.454,1
31,1.482,1
31,1.503,1
31,1.532,1
32,0.011,1
32,0.022,1
32,0.033,1
32,0.044,1
32,0.061,1
32,0.072,1
32,0.083,1
32,0.093,1
32,0.105,1
32,0.122,1
32,0.132,1
32,0.144,1
32,0.155,1
32,0.166,1
32,0.177,1
32,0.194,1
32,0.205,1
32,0.216,1
32,0.228,1
32,0.238,1
32,0.255,1
32,0.267,1
32,0.277,1
32,0.288,1
32,0.299,1
32,0.316,1
32,0.327,1
32,0.338,1
32,0.349,1
32,0.361,1
32,0.377,1
32,0.388,1
32,0.4,1
32,0.411,1
32,0.422,1
32,0.432,1
32,0.45,1
32,0.461,1
32,0.471,1
32,0.483,1
32,0.494,1
32,0.505,1
32,0.516,1
32,0.533,1
32,0.544,1
32,0.555,1
32,0.567,1
32,0.577,1
32,0.588,1
32,0.605,1
32,0.616,1
32,0.627,1
32,0.638,1
32,0.65,1
32,0.666,1
32,0.677,1
32,0.688,1
32,0.705,1
32,0.716,1
32,0.727,1
32,0.744,1
32,0.755,1
32,0.771,1
32,0.783,1
33,0.647,1
33,0.658,1
33,0.663,1
33,0.669,1
33,0.674,1
33,0.68,1
33,0.685,1
33,0.691,1
33,0.697,1
33,0.702,1
33,0.708,1
33,0.718,1
33,0.724,1
33,0.729,1
33,0.736,1
33,0.741,1
33,0.747,1
33,0.752,1
33,0.757,1
33,0.768,1
33,0.775,1
33,0.78,1
33,0.786,1
33,0.791,1
33,0.796,1
33,0.802,1
33,0.813,1
33,0.819,1
33,0.825,1
33,0.83,1
33,0.835,1
33,0.841,1
33,0.852,1
33,0.857,1
33,0.864,1
33,0.869,1
33,0.874,1
33,0.885,1
33,0.891,1
33,0.896,1
33,0.903,1
33,0.908,1
33,0.913,1
33,0.924,1
33,0.93,1
33,0.935,1
33,0.941,1
33,0.947,1
33,0.958,1
33,0.963,1
33,0.969,1
33,0.974,1
33,0.98,1
33,0.985,1
33,0.997,1
33,1.002,1
33,1.008,1
33,1.013,1
33,1.019,1
33,1.03,1
33,1.036,1
33,1.041,1
33,1.047,1
33,1.052,1
34,0.518,1
34,0.523,1
34,0.534,1
34,0.541,1
34,0.546,1
34,0.552,1
34,0.557,1
34,0.562,1
34,0.568,1
34,0.579,1
34,0.585,1
34,0.591,1
34,0.596,1
34,0.601,1
34,0.607,1
34,0.612,1
34,0.618,1
34,0.624,1
34,0.635,1
34,0.64,1
34,0.646,1
34,0.651,1
34,0.657,1
34,0.662,1
34,0.669,1
34,0.679,1
34,0.685,1
34,0.69,1
34,0.696,1
34,0.701,1
34,0.707,1
34,0.718,1
34,0.724,1
34,0.729,1
34,0.735,1
34,0.74,1
34,0.746,1
34,0.757,1
34,0.763,1
34,0.768,1
34,0.774,1
34,0.779,1
34,0.79,1
34,0.796,1
34,0.802,1
34,0.807,1
34,0.813,1
34,0.823,1
34,0.829,1
34,0.834,1
34,0.841,1
34,0.846,1
34,0.857,1
34,0.862,1
34,0.868,1
34,0.873,1
34,0.88,1
34,0.891,1
34,0.896,1
34,0.901,1
34,0.907,1
34,0.912,1
34,0.924,1
34,0.93,1
35,0.799,1
35,0.804,1
35,0.811,1
35,0.822,1
35,0.827,1
35,0.832,1
35,0.838,1
35,0.843,1
35,0.849,1
35,0.855,1
35,0.861,1
35,0.866,1
35,0.877,1
35,0.882,1
35,0.888,1
35,0.894,1
35,0.9,1
35,0.905,1
35,0.91,1
35,0.916,1
35,0.921,1
35,0.927,1
35,0.938,1
35,0.944,1
35,0.949,1
35,0.955,1
35,0.96,1
35,0.966,1
35,0.971,1
35,0.977,1
35,0.988,1
35,0.994,1
35,0.999,1
35,1.005,1
35,1.01,1
35,1.022,1
35,1.027,1
35,1.033,1
35,1.038,1
35,1.044,1
35,1.054,1
35,1.06,1
35,1.066,1
35,1.072,1
35,1.077,1
35,1.088,1
35,1.093,1
35,1.099,1
35,1.104,1
35,1.111,1
35,1.122,1
35,1.127,1
35,1.132,1
35,1.138,1
35,1.143,1
35,1.155,1
35,1.161,1
35,1.166,1
35,1.171,1
35,1.182,1
35,1.188,1
35,1.194,1
35,1.2,1
35,1.205,1
36,0.739,1
36,0.745,1
36,0.75,1
36,0.757,1
36,0.767,1
36,0.773,1
36,0.778,1
36,0.784,1
36,0.789,1
36,0.795,1
36,0.801,1
36,0.806,1
36,0.812,1
36,0.823,1
36,0.828,1
36,0.834,1
36,0.84,1
36,0.845,1
36,0.851,1
36,0.856,1
36,0.862,1
36,0.867,1
36,0.872,1
36,0.884,1
36,0.89,1
36,0.895,1
36,0.901,1
36,0.906,1
36,0.911,1
36,0.917,1
36,0.929,1
36,0.934,1
36,0.94,1
36,0.945,1
36,0.95,1
36,0.956,1
36,0.968,1
36,0.973,1
36,0.979,1
36,0.984,1
36,0.989,1
36,1.0,1
36,1.006,1
36,1.012,1
36,1.018,1
36,1.023,1
36,1.034,1
36,1.039,1
36,1.045,1
36,1.05,1
36,1.057,1
36,1.067,1
36,1.073,1
36,1.078,1
36,1.084,1
36,1.089,1
36,1.101,1
36,1.106,1
36,1.112,1
36,1.117,1
36,1.123,1
36,1.133,1
36,1.14,1
36,1.145,1
37,0.002,1
37,0.006,1
37,0.012,1
37,0.017,1
37,0.023,1
37,0.028,1
37,0.04,1
37,0.045,1
37,0.051,1
37,0.056,1
37,0.062,1
37,0.067,1
37,0.072,1
37,0.079,1
37,0.084,1
37,0.09,1
37,0.1,1
37,0.106,1
37,0.111,1
37,0.118,1
37,0.123,1
37,0.129,1
37,0.134,1
37,0.14,1
37,0.145,1
37,0.156,1
37,0.162,1
37,0.168,1
37,0.173,1
37,0.179,1
37,0.184,1
37,0.195,1
37,0.2,1
37,0.207,1
37,0.212,1
37,0.217,1
37,0.228,1
37,0.234,1
37,0.239,1
37,0.246,1
37,0.251,1
37,0.256,1
37,0.267,1
37,0.273,1
37,0.278,1
37,0.284,1
37,0.29,1
37,0.301,1
37,0.306,1
37,0.312,1
37,0.317,1
37,0.323,1
37,0.334,1
37,0.34,1
37,0.345,1
37,0.351,1
37,0.356,1
37,0.367,1
37,0.373,1
37,0.379,1
37,0.384,1
37,0.39,1
37,0.4,1
37,0.406,1
38,0.438,1
38,0.443,1
38,0.449,1
38,0.454,1
38,0.46,1
38,0.465,1
38,0.47,1
38,0.476,1
38,0.488,1
38,0.493,1
38,0.499,1
38,0.504,1
38,0.509,1
38,0.515,1
38,0.52,1
38,0.527,1
38,0.532,1
38,0.538,1
38,0.543,1
38,0.548,1
38,0.559,1
38,0.566,1
38,0.571,1
38,0.577,1
38,0.582,1
38,0.587,1
38,0.593,1
38,0.598,1
38,0.604,1
38,0.61,1
38,0.621,1
38,0.626,1
38,0.632,1
38,0.637,1
38,0.643,1
38,0.648,1
38,0.66,1
38,0.665,1
38,0.671,1
38,0.676,1
38,0.682,1
38,0.693,1
38,0.699,1
38,0.704,1
38,0.71,1
38,0.715,1
38,0.721,1
38,0.731,1
38,0.738,1
38,0.743,1
38,0.749,1
38,0.754,1
38,0.765,1
38,0.77,1
38,0.776,1
38,0.782,1
38,0.788,1
38,0.793,1
38,0.804,1
38,0.809,1
38,0.815,1
38,0.821,1
38,0.827,1
38,0.838,1
39,0.265,2
39,0.271,2
39,0.277,2
39,0.283,2
39,0.293,2
39,0.299,2
39,0.304,2
39,0.31,2
39,0.315,2
39,0.327,2
39,0.332,2
39,0.338,2
39,0.343,2
39,0.349,2
39,0.359,2
39,0.366,2
39,0.371,2
39,0.377,2
39,0.382,2
39,0.393,2
39,0.398,2
39,0.405,2
39,0.41,2
39,0.416,2
39,0.427,2
39,0.432,2
39,0.437,2
39,0.443,2
39,0.449,2
39,0.46,2
39,0.466,2
39,0.471,2
39,0.476,2
39,0.482,2
39,0.487,2
39,0.494,2
39,0.505,2
39,0.51,2
39,0.515,2
39,0.521,2
39,0.526,2
39,0.533,2
39,0.538,2
39,0.544,2
39,0.549,2
39,0.554,2
39,0.56,2
39,0.571,2
39,0.577,2
39,0.583,2
39,0.588,2
39,0.593,2
39,0.599,2
39,0.604,2
39,0.61,2
39,0.615,2
39,0.627,2
39,0.632,2
39,0.638,2
39,0.643,2
39,0.649,2
39,0.654,2
39,0.659,2
39,0.671,2
40,0.001,2
40,0.005,2
40,0.011,2
40,0.016,2
40,0.022,2
40,0.027,2
40,0.033,2
40,0.039,2
40,0.05,2
40,0.055,2
40,0.061,2
40,0.066,2
40,0.072,2
40,0.078,2
40,0.083,2
40,0.094,2
40,0.1,2
40,0.105,2
40,0.111,2
40,0.116,2
40,0.122,2
40,0.133,2
40,0.139,2
40,0.144,2
40,0.15,2
40,0.155,2
40,0.16,2
40,0.172,2
40,0.178,2
40,0.183,2
40,0.188,2
40,0.194,2
40,0.199,2
40,0.206,2
40,0.217,2
40,0.222,2
40,0.227,2
40,0.233,2
40,0.238,2
40,0.244,2
40,0.25,2
40,0.261,2
40,0.266,2
40,0.272,2
40,0.277,2
40,0.283,2
40,0.288,2
40,0.295,2
40,0.305,2
40,0.311,2
40,0.316,2
40,0.322,2
40,0.327,2
40,0.334,2
40,0.344,2
40,0.35,2
40,0.355,2
40,0.361,2
40,0.366,2
40,0.372,2
40,0.378,2
40,0.383,2
40,0.394,2
40,0.4,2
41,0.241,2
41,0.247,2
41,0.252,2
41,0.258,2
41,0.263,2
41,0.269,2
41,0.275,2
41,0.28,2
41,0.291,2
41,0.297,2
41,0.302,2
41,0.307,2
41,0.314,2
41,0.319,2
41,0.325,2
41,0.33,2
41,0.336,2
41,0.346,2
41,0.352,2
41,0.358,2
41,0.364,2
41,0.369,2
41,0.375,2
41,0.385,2
41,0.391,2
41,0.397,2
41,0.403,2
41,0.408,2
41,0.414,2
41,0.419,2
41,0.424,2
41,0.43,2
41,0.435,2
41,0.442,2
41,0.452,2
41,0.458,2
41,0.463,2
41,0.469,2
41,0.474,2
41,0.48,2
41,0.486,2
41,0.491,2
41,0.502,2
41,0.508,2
41,0.513,2
41,0.519,2
41,0.525,2
41,0.53,2
41,0.536,2
41,0.541,2
41,0.547,2
41,0.552,2
41,0.563,2
41,0.569,2
41,0.575,2
41,0.58,2
41,0.586,2
41,0.591,2
41,0.597,2
41,0.602,2
41,0.607,2
41,0.614,2
41,0.619,2
41,0.625,2
42,0.019,2
42,0.024,2
42,0.03,2
42,0.035,2
42,0.04,2
42,0.046,2
42,0.057,2
42,0.063,2
42,0.069,2
42,0.074,2
42,0.079,2
42,0.085,2
42,0.09,2
42,0.101,2
42,0.107,2
42,0.113,2
42,0.118,2
42,0.129,2
42,0.135,2
42,0.14,2
42,0.146,2
42,0.152,2
42,0.163,2
42,0.168,2
42,0.174,2
42,0.179,2
42,0.184,2
42,0.191,2
42,0.202,2
42,0.207,2
42,0.213,2
42,0.218,2
42,0.223,2
42,0.229,2
42,0.235,2
42,0.246,2
42,0.252,2
42,0.257,2
42,0.262,2
42,0.268,2
42,0.274,2
42,0.28,2
42,0.285,2
42,0.291,2
42,0.301,2
42,0.307,2
42,0.312,2
42,0.319,2
42,0.324,2
42,0.33,2
42,0.335,2
42,0.34,2
42,0.346,2
42,0.351,2
42,0.357,2
42,0.363,2
42,0.374,2
42,0.379,2
42,0.385,2
42,0.39,2
42,0.396,2
42,0.402,2
42,0.407,2
42,0.413,2
43,0.271,2
43,0.276,2
43,0.282,2
43,0.287,2
43,0.292,2
43,0.299,2
43,0.304,2
43,0.315,2
43,0.321,2
43,0.326,2
43,0.331,2
43,0.338,2
43,0.343,2
43,0.354,2
43,0.359,2
43,0.365,2
43,0.37,2
43,0.376,2
43,0.382,2
43,0.393,2
43,0.398,2
43,0.404,2
43,0.409,2
43,0.415,2
43,0.42,2
43,0.432,2
43,0.437,2
43,0.443,2
43,0.448,2
43,0.459,2
43,0.466,2
43,0.471,2
43,0.476,2
43,0.482,2
43,0.493,2
43,0.498,2
43,0.504,2
43,0.51,2
43,0.515,2
43,0.521,2
43,0.526,2
43,0.532,2
43,0.542,2
43,0.548,2
43,0.554,2
43,0.56,2
43,0.565,2
43,0.571,2
43,0.576,2
43,0.582,2
43,0.593,2
43,0.599,2
43,0.604,2
43,0.61,2
43,0.615,2
43,0.62,2
43,0.626,2
43,0.631,2
43,0.638,2
43,0.643,2
43,0.649,2
43,0.659,2
43,0.665,2
43,0.67,2
44,0.095,2
44,0.1,2
44,0.106,2
44,0.111,2
44,0.122,2
44,0.128,2
44,0.134,2
44,0.139,2
44,0.145,2
44,0.15,2
44,0.156,2
44,0.167,2
44,0.172,2
44,0.178,2
44,0.184,2
44,0.189,2
44,0.195,2
44,0.205,2
44,0.211,2
44,0.217,2
44,0.223,2
44,0.228,2
44,0.239,2
44,0.245,2
44,0.25,2
44,0.255,2
44,0.262,2
44,0.273,2
44,0.278,2
44,0.283,2
44,0.289,2
44,0.294,2
44,0.3,2
44,0.312,2
44,0.317,2
44,0.322,2
44,0.328,2
44,0.333,2
44,0.339,2
44,0.351,2
44,0.356,2
44,0.361,2
44,0.367,2
44,0.372,2
44,0.378,2
44,0.39,2
44,0.395,2
44,0.4,2
44,0.406,2
44,0.411,2
44,0.417,2
44,0.422,2
44,0.428,2
44,0.434,2
44,0.439,2
44,0.445,2
44,0.45,2
44,0.461,2
44,0.467,2
44,0.473,2
44,0.478,2
44,0.484,2
44,0.489,2
44,0.495,2
45,0.102,2
45,0.108,2
45,0.113,2
45,0.119,2
45,0.124,2
45,0.13,2
45,0.141,2
45,0.147,2
45,0.152,2
45,0.158,2
45,0.163,2
45,0.169,2
45,0.18,2
45,0.186,2
45,0.191,2
45,0.197,2
45,0.202,2
45,0.213,2
45,0.219,2
45,0.225,2
45,0.23,2
45,0.236,2
45,0.241,2
45,0.247,2
45,0.257,2
45,0.264,2
45,0.269,2
45,0.275,2
45,0.28,2
45,0.291,2
45,0.296,2
45,0.302,2
45,0.308,2
45,0.314,2
45,0.324,2
45,0.33,2
45,0.335,2
45,0.341,2
45,0.347,2
45,0.353,2
45,0.363,2
45,0.369,2
45,0.374,2
45,0.38,2
45,0.385,2
45,0.392,2
45,0.397,2
45,0.402,2
45,0.408,2
45,0.419,2
45,0.424,2
45,0.43,2
45,0.436,2
45,0.441,2
45,0.447,2
45,0.452,2
45,0.458,2
45,0.463,2
45,0.469,2
45,0.475,2
45,0.486,2
45,0.491,2
45,0.497,2
45,0.502,2
46,0.113,2
46,0.119,2
46,0.124,2
46,0.129,2
46,0.135,2
46,0.146,2
46,0.152,2
46,0.158,2
46,0.163,2
46,0.168,2
46,0.174,2
46,0.179,2
46,0.185,2
46,0.197,2
46,0.202,2
46,0.207,2
46,0.213,2
46,0.218,2
46,0.224,2
46,0.236,2
46,0.241,2
46,0.246,2
46,0.252,2
46,0.257,2
46,0.263,2
46,0.274,2
46,0.28,2
46,0.285,2
46,0.291,2
46,0.296,2
46,0.302,2
46,0.307,2
46,0.318,2
46,0.324,2
46,0.33,2
46,0.335,2
46,0.341,2
46,0.346,2
46,0.352,2
46,0.362,2
46,0.369,2
46,0.374,2
46,0.38,2
46,0.385,2
46,0.39,2
46,0.396,2
46,0.401,2
46,0.408,2
46,0.413,2
46,0.419,2
46,0.424,2
46,0.429,2
46,0.435,2
46,0.44,2
46,0.446,2
46,0.452,2
46,0.458,2
46,0.468,2
46,0.474,2
46,0.479,2
46,0.485,2
46,0.49,2
46,0.497,2
46,0.502,2
47,1.12,2
47,1.125,2
47,1.131,2
47,1.136,2
47,1.147,2
47,1.153,2
47,1.158,2
47,1.164,2
47,1.17,2
47,1.181,2
47,1.186,2
47,1.192,2
47,1.197,2
47,1.202,2
47,1.214,2
47,1.22,2
47,1.225,2
47,1.23,2
47,1.236,2
47,1.248,2
47,1.253,2
47,1.259,2
47,1.264,2
47,1.269,2
47,1.275,2
47,1.28,2
47,1.292,2
47,1.298,2
47,1.303,2
47,1.308,2
47,1.314,2
47,1.319,2
47,1.325,2
47,1.337,2
47,1.342,2
47,1.347,2
47,1.353,2
47,1.358,2
47,1.364,2
47,1.369,2
47,1.376,2
47,1.381,2
47,1.386,2
47,1.397,2
47,1.403,2
47,1.408,2
47,1.414,2
47,1.42,2
47,1.425,2
47,1.431,2
47,1.436,2
47,1.442,2
47,1.447,2
47,1.453,2
47,1.458,2
47,1.464,2
47,1.47,2
47,1.475,2
47,1.486,2
47,1.491,2
47,1.497,2
47,1.503,2
47,1.509,2
47,1.514,2
48,0.282,2
48,0.287,2
48,0.293,2
48,0.299,2
48,0.305,2
48,0.31,2
48,0.315,2
48,0.321,2
48,0.326,2
48,0.332,2
48,0.344,2
48,0.349,2
48,0.354,2
48,0.36,2
48,0.365,2
48,0.371,2
48,0.376,2
48,0.382,2
48,0.388,2
48,0.393,2
48,0.399,2
48,0.404,2
48,0.41,2
48,0.421,2
48,0.427,2
48,0.432,2
48,0.438,2
48,0.443,2
48,0.449,2
48,0.454,2
48,0.46,2
48,0.465,2
48,0.471,2
48,0.477,2
48,0.482,2
48,0.488,2
48,0.493,2
48,0.499,2
48,0.504,2
48,0.516,2
48,0.521,2
48,0.527,2
48,0.532,2
48,0.538,2
48,0.543,2
48,0.548,2
48,0.555,2
48,0.56,2
48,0.571,2
48,0.576,2
48,0.582,2
48,0.587,2
48,0.593,2
48,0.599,2
48,0.605,2
48,0.615,2
48,0.621,2
48,0.626,2
48,0.632,2
48,0.637,2
48,0.644,2
48,0.649,2
48,0.654,2
48,0.66,2
49,0.863,2
49,0.869,2
49,0.874,2
49,0.88,2
49,0.89,2
49,0.897,2
49,0.902,2
49,0.908,2
49,0.913,2
49,0.919,2
49,0.929,2
49,0.936,2
49,0.941,2
49,0.947,2
49,0.952,2
49,0.958,2
49,0.963,2
49,0.968,2
49,0.98,2
49,0.986,2
49,0.991,2
49,0.997,2
49,1.002,2
49,1.007,2
49,1.013,2
49,1.018,2
49,1.025,2
49,1.036,2
49,1.041,2
49,1.046,2
49,1.052,2
49,1.057,2
49,1.064,2
49,1.069,2
49,1.075,2
49,1.085,2
49,1.091,2
49,1.096,2
49,1.102,2
49,1.108,2
49,1.114,2
49,1.124,2
49,1.13,2
49,1.135,2
49,1.141,2
49,1.146,2
49,1.153,2
49,1.163,2
49,1.169,2
49,1.174,2
49,1.18,2
49,1.185,2
49,1.192,2
49,1.197,2
49,1.202,2
49,1.213,2
49,1.219,2
49,1.224,2
49,1.229,2
49,1.236,2
49,1.241,2
49,1.247,2
49,1.258,2
49,1.263,2
50,0.772,2
50,0.779,2
50,0.784,2
50,0.789,2
50,0.795,2
50,0.8,2
50,0.806,2
50,0.811,2
50,0.823,2
50,0.828,2
50,0.834,2
50,0.839,2
50,0.845,2
50,0.85,2
50,0.856,2
50,0.867,2
50,0.873,2
50,0.878,2
50,0.884,2
50,0.889,2
50,0.895,2
50,0.9,2
50,0.906,2
50,0.912,2
50,0.917,2
50,0.928,2
50,0.934,2
50,0.939,2
50,0.944,2
50,0.951,2
50,0.956,2
50,0.962,2
50,0.967,2
50,0.973,2
50,0.983,2
50,0.99,2
50,0.995,2
50,1.001,2
50,1.006,2
50,1.011,2
50,1.017,2
50,1.028,2
50,1.034,2
50,1.04,2
50,1.045,2
50,1.05,2
50,1.056,2
50,1.061,2
50,1.072,2
50,1.079,2
50,1.084,2
50,1.089,2
50,1.095,2
50,1.1,2
50,1.106,2
50,1.118,2
50,1.123,2
50,1.128,2
50,1.134,2
50,1.139,2
50,1.145,2
50,1.15,2
50,1.156,2
50,1.162,2
51,0.516,2
51,0.521,2
51,0.527,2
51,0.532,2
51,0.537,2
51,0.543,2
51,0.549,2
51,0.56,2
51,0.565,2
51,0.571,2
51,0.576,2
51,0.582,2
51,0.587,2
51,0.599,2
51,0.604,2
51,0.61,2
51,0.615,2
51,0.621,2
51,0.632,2
51,0.638,2
51,0.643,2
51,0.649,2
51,0.654,2
51,0.665,2
51,0.671,2
51,0.677,2
51,0.682,2
51,0.688,2
51,0.693,2
51,0.704,2
51,0.71,2
51,0.715,2
51,0.721,2
51,0.727,2
51,0.732,2
51,0.738,2
51,0.748,2
51,0.754,2
51,0.759,2
51,0.766,2
51,0.771,2
51,0.777,2
51,0.782,2
51,0.788,2
51,0.793,2
51,0.798,2
51,0.81,2
51,0.816,2
51,0.821,2
51,0.826,2
51,0.832,2
51,0.837,2
51,0.843,2
51,0.849,2
51,0.86,2
51,0.865,2
51,0.871,2
51,0.876,2
51,0.882,2
51,0.887,2
51,0.894,2
51,0.899,2
51,0.904,2
51,0.91,2
52,0.973,2
52,0.979,2
52,0.985,2
52,0.991,2
52,0.996,2
52,1.002,2
52,1.007,2
52,1.018,2
52,1.023,2
52,1.03,2
52,1.035,2
52,1.041,2
52,1.046,2
52,1.057,2
52,1.062,2
52,1.069,2
52,1.074,2
52,1.08,2
52,1.085,2
52,1.09,2
52,1.101,2
52,1.107,2
52,1.113,2
52,1.119,2
52,1.124,2
52,1.135,2
52,1.14,2
52,1.146,2
52,1.151,2
52,1.157,2
52,1.168,2
52,1.174,2
52,1.179,2
52,1.185,2
52,1.19,2
52,1.202,2
52,1.207,2
52,1.213,2
52,1.218,2
52,1.224,2
52,1.229,2
52,1.234,2
52,1.246,2
52,1.252,2
52,1.257,2
52,1.263,2
52,1.268,2
52,1.273,2
52,1.279,2
52,1.285,2
52,1.296,2
52,1.302,2
52,1.307,2
52,1.312,2
52,1.318,2
52,1.324,2
52,1.33,2
52,1.335,2
52,1.341,2
52,1.346,2
52,1.357,2
52,1.362,2
52,1.369,2
52,1.374,2
53,0.243,2
53,0.249,2
53,0.26,2
53,0.265,2
53,0.271,2
53,0.277,2
53,0.282,2
53,0.288,2
53,0.293,2
53,0.304,2
53,0.31,2
53,0.315,2
53,0.321,2
53,0.327,2
53,0.332,2
53,0.338,2
53,0.343,2
53,0.349,2
53,0.359,2
53,0.366,2
53,0.371,2
53,0.377,2
53,0.382,2
53,0.388,2
53,0.398,2
53,0.405,2
53,0.41,2
53,0.416,2
53,0.421,2
53,0.426,2
53,0.432,2
53,0.443,2
53,0.449,2
53,0.455,2
53,0.46,2
53,0.465,2
53,0.471,2
53,0.476,2
53,0.482,2
53,0.494,2
53,0.499,2
53,0.504,2
53,0.51,2
53,0.515,2
53,0.521,2
53,0.526,2
53,0.533,2
53,0.538,2
53,0.549,2
53,0.554,2
53,0.56,2
53,0.565,2
53,0.571,2
53,0.577,2
53,0.582,2
53,0.588,2
53,0.593,2
53,0.599,2
53,0.604,2
53,0.61,2
53,0.615,2
53,0.621,2
53,0.627,2
53,0.632,2
54,0.285,2
54,0.29,2
54,0.302,2
54,0.307,2
54,0.313,2
54,0.318,2
54,0.324,2
54,0.329,2
54,0.34,2
54,0.346,2
54,0.352,2
54,0.357,2
54,0.363,2
54,0.368,2
54,0.373,2
54,0.379,2
54,0.384,2
54,0.396,2
54,0.401,2
54,0.407,2
54,0.412,2
54,0.418,2
54,0.423,2
54,0.43,2
54,0.435,2
54,0.44,2
54,0.451,2
54,0.457,2
54,0.462,2
54,0.468,2
54,0.474,2
54,0.479,2
54,0.485,2
54,0.49,2
54,0.501,2
54,0.507,2
54,0.512,2
54,0.518,2
54,0.524,2
54,0.529,2
54,0.535,2
